id,ndb_no,food_group_code,long_description,short_description,common_name,company_name,survey,refuse_description,refuce,scientific_name,nitrogen_factor,protein_factor,fat_factor,cho_factor,food_group_id
152,01168,0100,"Cheese, low fat, cheddar or colby","CHEESE,LOFAT,CHEDDAR OR COLBY",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
153,01169,0100,"Cheese, low-sodium, cheddar or colby","CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
154,01171,0100,"Egg, whole, raw, frozen","EGG,WHOLE,RAW,FROZEN",NULL,NULL,NULL,NULL,0,NULL,6.25,4.36,9.02,3.68,1
155,01172,0100,"Egg, white, raw, frozen","EGG,WHITE,RAW,FROZEN",NULL,NULL,NULL,NULL,0,NULL,6.25,4.36,9.02,3.68,1
156,01173,0100,"Egg, white, dried","EGG,WHITE,DRIED",NULL,NULL,NULL,NULL,0,NULL,6.25,4.36,9.02,3.68,1
157,01174,0100,"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",NULL,NULL,Y,NULL,0,NULL,0.00,4.27,8.79,3.87,1
158,01175,0100,"Milk, fluid, 1% fat, without added vitamin A and vitamin D","MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D",NULL,NULL,Y,NULL,0,NULL,0.00,4.27,8.79,3.87,1
159,01178,0100,"Sour cream, reduced fat","SOUR CREAM,REDUCED FAT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
160,01179,0100,"Sour cream, light","SOUR CREAM,LIGHT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
161,01180,0100,"Sour cream, fat free","SOUR CREAM,FAT FREE",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
162,01182,0100,"USDA Commodity, cheese, cheddar, reduced fat","USDA COMMODITY,CHS,CHEDDAR,RED FAT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
163,01184,0100,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener","YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
164,01185,0100,"Parmesan cheese topping, fat free","PARMESAN CHS TOPPING,FAT FREE",NULL,NULL,Y,NULL,0,NULL,NULL,4.27,8.79,3.87,1
165,01186,0100,"Cheese, cream, fat free","CHEESE,CREAM,FAT FREE",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
166,01187,0100,"Yogurt, chocolate, nonfat milk","YOGURT,CHOC,NONFAT MILK",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
167,01188,0100,"KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce","KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
168,01189,0100,"KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product","KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
169,01190,0100,"KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product","KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
170,01191,0100,"KRAFT VELVEETA Pasteurized Process Cheese Spread","KRAFT VELVEETA PAST PROCESS CHS SPRD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
171,01192,0100,"KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product","KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
172,01193,0100,"KRAFT BREAKSTONE'S Reduced Fat Sour Cream","KRAFT BREAKSTONE'S RED FAT SOUR CRM",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
173,01194,0100,"KRAFT BREAKSTONE'S FREE Fat Free Sour Cream","KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
174,01195,0100,"KRAFT BREYERS Lowfat Strawberry Yogurt (1% Milkfat)","KRAFT BREYERS LOWFAT STRAWBERRY YOGURT (1% MILKFAT)",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
175,01196,0100,"KRAFT BREYERS LIGHT N' LIVELY Lowfat Strawberry Yogurt (1% Milkfat)","KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT)",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
176,01197,0100,"KRAFT BREYERS Smooth & Creamy Lowfat Strawberry Yogurt (1% Milkfat)","KRAFT BREYERS SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT)",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
177,01198,0100,"KRAFT BREYERS LIGHT Nonfat Strawberry Yogurt (with Aspartame and Fructose Sweeteners)","KRAFT BREYERS LT NONFAT STR'BERY YOGURT (W/ASPRT&FRUCT SW'T)",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
178,01199,0100,"Cream, half and half, fat free","CREAM,HALF & HALF,FAT FREE",NULL,NULL,Y,NULL,0,NULL,6.38,NULL,NULL,NULL,1
179,01200,0100,"Reddi Wip Fat Free Whipped Topping","REDDI WIP FAT FREE WHIPPED TOPPING",NULL,NULL,Y,NULL,0,NULL,6.38,NULL,NULL,NULL,1
180,01202,0100,"Milk, chocolate, fluid, commercial, reduced fat, with added calcium","MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
181,01203,0100,"Yogurt, fruit, lowfat, with low calorie sweetener","YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
182,01204,0100,"Cheese, parmesan, dry grated, reduced fat","CHEESE,PARMESAN,DRY GRATED,RED FAT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
183,01205,0100,"Cream substitute, flavored, liquid","CREAM SUB,FLAV,LIQ",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
184,01206,0100,"Cream substitute, flavored, powdered","CREAM SUB,FLAV,PDR",NULL,NULL,Y,NULL,0,NULL,6.38,NULL,NULL,NULL,1
185,01208,0100,"Cheese, provolone, reduced fat","CHEESE,PROVOLONE,RED FAT",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
186,01209,0100,"Cheese, Mexican, blend, reduced fat","CHEESE,MEXICAN,BLEND,RED FAT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
187,01210,0100,"Egg Mix, USDA Commodity","EGG MIX,USDA CMDTY",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
188,01211,0100,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D","MILK,WHL,3.25% MILKFAT, W/O VIT A & VIT D",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
189,01212,0100,"Milk, dry, whole, without added vitamin D","MILK,DRY,WHL,WO/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
190,01214,0100,"Milk, canned, evaporated, without added vitamin A and vitamin D","MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
191,01215,0100,"Cheese product, pasteurized process, american, reduced fat, fortified with vitamin D","CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
192,01216,0100,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D","YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
193,01217,0100,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D","YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
194,01218,0100,"Yogurt, fruit variety, nonfat, fortified with vitamin D","YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
195,01219,0100,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D","YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
196,01220,0100,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce, fortified with vitamin D","YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.79,3.87,1
197,01221,0100,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D","YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
198,01222,0100,"Yogurt, chocolate, nonfat milk, fortified with vitamin D","YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,1
199,01223,0100,"Protein supplement, milk based, Muscle Milk, powder","PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",NULL,NULL,Y,NULL,0,NULL,6.38,NULL,NULL,NULL,1
200,01224,0100,"Protein supplement, milk based, Muscle Milk Light, powder","PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",NULL,NULL,Y,NULL,0,NULL,6.38,NULL,NULL,NULL,1
201,01225,0100,"Dulce de Leche","DULCE DE LECHE",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1
202,01226,0100,"Egg substitute, liquid or frozen, fat free","EGG SUB,LIQ OR FRZ,FAT FREE",NULL,NULL,Y,NULL,0,NULL,6.25,4.36,8.84,3.68,1
203,02001,0200,"Spices, allspice, ground","ALLSPICE,GROUND",NULL,NULL,NULL,NULL,0,"Pimenta dioica",6.25,3.36,8.37,2.35,2
204,02002,0200,"Spices, anise seed","ANISE SEED",NULL,NULL,NULL,NULL,0,"Pimpinella anisum",6.25,3.36,8.37,2.90,2
205,02003,0200,"Spices, basil, dried","SPICES,BASIL,DRIED",NULL,NULL,Y,NULL,0,"Ocimum basilicum",6.25,2.44,8.37,3.00,2
206,02004,0200,"Spices, bay leaf","SPICES,BAY LEAF",NULL,NULL,NULL,NULL,0,"Laurus nobilis",6.25,2.44,8.37,3.00,2
207,02005,0200,"Spices, caraway seed","CARAWAY SEED",NULL,NULL,Y,NULL,0,"Carum carvi",6.25,3.36,8.37,2.90,2
208,02006,0200,"Spices, cardamom","SPICES,CARDAMOM",NULL,NULL,NULL,NULL,0,"Elettaria cardamomum",6.25,3.36,8.37,3.20,2
209,02007,0200,"Spices, celery seed","CELERY SEED",NULL,NULL,Y,NULL,0,"Apium graveolens",6.25,3.36,8.37,2.90,2
210,02008,0200,"Spices, chervil, dried","CHERVIL,DRIED",NULL,NULL,NULL,NULL,0,"Anthriscus cerefolium",6.25,2.44,8.37,3.00,2
211,02009,0200,"Spices, chili powder","CHILI POWDER",NULL,NULL,Y,NULL,0,NULL,6.25,3.23,8.37,2.39,2
212,02010,0200,"Spices, cinnamon, ground","CINNAMON,GROUND",Cassia,NULL,Y,NULL,0,"Cinnamomum aromaticum",6.25,1.82,8.37,2.85,2
213,02011,0200,"Spices, cloves, ground","CLOVES,GROUND",NULL,NULL,Y,NULL,0,"Syzygium aromaticum",6.25,1.82,8.37,2.35,2
214,02012,0200,"Spices, coriander leaf, dried","CORIANDER LEAF,DRIED","Chinese parsley, cilantro",NULL,Y,NULL,0,"Coriandrum sativum",6.25,2.44,8.37,3.57,2
215,02013,0200,"Spices, coriander seed","CORIANDER SEED",NULL,NULL,NULL,NULL,0,"Coriandrum sativum",6.25,3.36,8.37,1.95,2
216,02014,0200,"Spices, cumin seed","CUMIN SEED",NULL,NULL,Y,NULL,0,"Cuminum cyminum",6.25,3.36,8.37,2.90,2
217,02015,0200,"Spices, curry powder","CURRY POWDER",NULL,NULL,Y,NULL,0,NULL,6.18,3.12,8.37,2.92,2
218,02016,0200,"Spices, dill seed","DILL SEED",NULL,NULL,NULL,NULL,0,"Anethum graveolens",6.25,3.36,8.37,2.35,2
219,02017,0200,"Spices, dill weed, dried","DILL WEED,DRIED",NULL,NULL,NULL,NULL,0,"Anethum graveolens",6.25,2.44,8.37,3.00,2
220,02018,0200,"Spices, fennel seed","FENNEL SEED",NULL,NULL,NULL,NULL,0,"Foeniculum vulgare",6.25,3.36,8.37,3.20,2
221,02019,0200,"Spices, fenugreek seed","FENUGREEK SEED",NULL,NULL,NULL,NULL,0,"Trigonella foenum-graecum",5.30,3.47,8.37,3.25,2
222,02020,0200,"Spices, garlic powder","GARLIC POWDER",NULL,NULL,Y,NULL,0,"Allium sativum",6.25,2.78,8.37,3.84,2
223,02021,0200,"Spices, ginger, ground","GINGER,GROUND",NULL,NULL,Y,NULL,0,"Zingiber officinale",6.25,2.78,8.37,3.84,2
224,02022,0200,"Spices, mace, ground","MACE,GROUND",NULL,NULL,NULL,NULL,0,"Myristica fragrans",6.25,3.36,8.37,3.60,2
225,02023,0200,"Spices, marjoram, dried","MARJORAM,DRIED",NULL,NULL,Y,NULL,0,"Origanum majorana",6.25,2.44,8.37,3.00,2
226,02024,0200,"Spices, mustard seed, ground","SPICES,MUSTARD SD,GROUND",NULL,NULL,Y,NULL,0,"Sinapis alba and Brassica juncea",5.40,3.47,8.37,4.07,2
227,02025,0200,"Spices, nutmeg, ground","NUTMEG,GROUND",NULL,NULL,Y,NULL,0,"Myristica fragrans",5.30,3.47,8.37,4.07,2
228,02026,0200,"Spices, onion powder","ONION POWDER",NULL,NULL,Y,NULL,0,"Allium cepa",6.25,2.78,8.37,3.84,2
229,02027,0200,"Spices, oregano, dried","SPICES,OREGANO,DRIED",NULL,NULL,Y,NULL,0,"Origanum vulgare",6.25,2.44,8.37,3.00,2
230,02028,0200,"Spices, paprika",PAPRIKA,NULL,NULL,Y,NULL,0,"Capsicum annuum",6.25,3.36,8.37,2.35,2
231,02029,0200,"Spices, parsley, dried","PARSLEY,DRIED",NULL,NULL,Y,NULL,0,"Petroselinum crispum",6.25,2.44,8.37,3.57,2
232,02030,0200,"Spices, pepper, black","PEPPER,BLACK",NULL,NULL,Y,NULL,0,"Piper nigrum",5.35,1.83,8.37,3.20,2
233,02031,0200,"Spices, pepper, red or cayenne","PEPPER,RED OR CAYENNE",NULL,NULL,Y,NULL,0,"Capsicum frutescens or Capsicum annuum",6.25,3.36,8.37,2.35,2
234,02032,0200,"Spices, pepper, white","PEPPER,WHITE",NULL,NULL,NULL,NULL,0,"Piper nigrum",5.35,1.83,8.37,3.78,2
235,02033,0200,"Spices, poppy seed","POPPY SEED",NULL,NULL,Y,NULL,0,"Papaver somniferum",5.30,3.47,8.37,4.07,2
236,02034,0200,"Spices, poultry seasoning","POULTRY SEASONING",NULL,NULL,Y,NULL,0,NULL,5.89,2.36,8.37,3.38,2
237,02035,0200,"Spices, pumpkin pie spice","PUMPKIN PIE SPICE",NULL,NULL,Y,NULL,0,NULL,6.06,2.50,8.37,3.19,2
238,02036,0200,"Spices, rosemary, dried","ROSEMARY,DRIED",NULL,NULL,NULL,NULL,0,"Rosmarinus officinalis",6.25,2.44,8.37,3.00,2
239,02037,0200,"Spices, saffron",SAFFRON,NULL,NULL,NULL,NULL,0,"Crocus sativus",6.25,2.44,8.37,3.57,2
240,02038,0200,"Spices, sage, ground","SAGE,GROUND",NULL,NULL,Y,NULL,0,"Salvia officinalis",6.25,2.44,8.37,3.00,2
241,02039,0200,"Spices, savory, ground","SAVORY,GROUND",NULL,NULL,NULL,NULL,0,"Satureja hortensis",6.25,2.44,8.37,3.00,2
242,02041,0200,"Spices, tarragon, dried","SPICES,TARRAGON,DRIED",NULL,NULL,NULL,NULL,0,"Artemisia dracunculus",6.25,2.44,8.37,3.57,2
243,02042,0200,"Spices, thyme, dried","SPICES,THYME,DRIED",NULL,NULL,Y,NULL,0,"Thymus vulgaris",6.25,2.44,8.37,3.00,2
244,02043,0200,"Spices, turmeric, ground","TURMERIC,GROUND",NULL,NULL,Y,NULL,0,"Curcuma longa L.",6.25,2.78,8.37,3.84,2
245,02044,0200,"Basil, fresh","BASIL,FRESH",NULL,NULL,Y,"Tough stems, flower heads and trimmings",36,"Ocimum basilicum",6.25,2.44,8.37,3.57,2
246,02045,0200,"Dill weed, fresh","DILL WEED,FRSH",NULL,NULL,NULL,"Tough stems and trimmings",41,"Anethum graveolens",6.25,2.44,8.37,3.57,2
247,02046,0200,"Mustard, prepared, yellow","MUSTARD,PREPARED,YELLOW",NULL,NULL,Y,NULL,0,NULL,6.25,3.47,8.37,3.34,2
248,02047,0200,"Salt, table","SALT,TABLE",NULL,NULL,Y,NULL,0,NULL,0.00,NULL,NULL,NULL,2
249,02048,0200,"Vinegar, cider","VINEGAR,CIDER",NULL,NULL,Y,NULL,0,NULL,0.00,NULL,NULL,NULL,2
250,02049,0200,"Thyme, fresh","THYME,FRSH",NULL,NULL,NULL,Stems,32,"Thymus vulgaris",6.25,2.44,8.37,3.00,2
251,02050,0200,"Vanilla extract","VANILLA EXTRACT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.90,2
252,02051,0200,"Vanilla extract, imitation, alcohol","VANILLA EXTRACT,IMITN,ALCOHOL",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.90,2
253,02052,0200,"Vanilla extract, imitation, no alcohol","VANILLA EXTRACT,IMITN,NO ALCOHOL",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.90,2
254,02053,0200,"Vinegar, distilled","VINEGAR,DISTILLED",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,2
255,02054,0200,"Capers, canned","CAPERS,CANNED",NULL,NULL,Y,NULL,0,"Capparis spinosa",6.25,1.82,8.37,2.35,2
256,02055,0200,"Horseradish, prepared","HORSERADISH,PREPARED",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.44,2
257,02063,0200,"Rosemary, fresh","ROSEMARY,FRESH",NULL,NULL,NULL,Stems,35,"Rosmarinus officinalis",6.25,2.44,8.37,3.57,2
258,02064,0200,"Peppermint, fresh","PEPPERMINT,FRESH",mint,NULL,NULL,Stems,39,"Mentha x piperita L. nothosubsp. piperita",6.25,2.44,8.37,3.57,2
259,02065,0200,"Spearmint, fresh","SPEARMINT,FRESH",mint,NULL,NULL,Stems,59,"Mentha spicata",6.25,2.44,8.37,3.57,2
260,02066,0200,"Spearmint, dried","SPEARMINT,DRIED",mint,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,2
261,02068,0200,"Vinegar, red wine","VINEGAR,RED WINE",NULL,NULL,NULL,NULL,0,NULL,6.25,NULL,NULL,NULL,2
262,02069,0200,"Vinegar, balsamic","VINEGAR,BALSAMIC",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2
263,02073,0200,"CAMPBELL Soup Company, PACE, Dry Taco Seasoning Mix","CAMPBELL SOUP CO,PACE,DRY TACO SEAS MIX",NULL,"Campbell Soup Co.",NULL,NULL,0,NULL,6.25,NULL,NULL,NULL,2
264,03001,0300,"Babyfood, juice treats, fruit medley, toddler","BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
265,03002,0300,"Babyfood, meat, beef, strained","BABYFOOD,MEAT,BF,STR",NULL,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,NULL,3
266,03003,0300,"Babyfood, meat, beef, junior","BABYFOOD,MEAT,BF,STR",NULL,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,NULL,3
267,03005,0300,"Babyfood, meat, veal, strained","BABYFOOD,MEAT,VEAL,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
268,03007,0300,"Babyfood, meat, pork, strained","BABYFOOD,MEAT,PORK,STR",NULL,NULL,NULL,NULL,0,NULL,6.25,4.27,9.02,NULL,3
269,03008,0300,"Babyfood, meat, ham, strained","BABYFOOD,MEAT,HAM,STR",NULL,NULL,Y,NULL,0,NULL,6.25,4.27,9.02,NULL,3
270,03009,0300,"Babyfood, meat, ham, junior","BABYFOOD,MEAT,HAM,JUNIOR",NULL,NULL,NULL,NULL,0,NULL,6.25,4.27,9.02,NULL,3
271,03010,0300,"Babyfood, meat, lamb, strained","BABYFOOD,MEAT,LAMB,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
272,03011,0300,"Babyfood, meat, lamb, junior","BABYFOOD,MEAT,LAMB,JUNIOR",NULL,NULL,NULL,NULL,0,NULL,6.25,4.27,9.02,NULL,3
273,03012,0300,"Babyfood, meat, chicken, strained","BABYFOOD,MEAT,CHICK,STR",NULL,NULL,Y,NULL,0,NULL,6.25,4.27,9.02,NULL,3
274,03013,0300,"Babyfood, meat, chicken, junior","BABYFOOD,MEAT,CHICK,JR",NULL,NULL,Y,NULL,0,NULL,6.25,4.27,9.02,NULL,3
275,03014,0300,"Babyfood, meat, chicken sticks, junior","BABYFOOD,MEAT,CHICK STKS,JR",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,8.70,2.70,3
276,03015,0300,"Babyfood, meat, turkey, strained","BABYFOOD,MEAT,TURKEY,STR",NULL,NULL,Y,NULL,0,NULL,6.25,4.27,9.02,NULL,3
277,03016,0300,"Babyfood, meat, turkey, junior","BABYFOOD,MEAT,TURKEY,JR",NULL,NULL,Y,NULL,0,NULL,6.25,4.27,9.02,NULL,3
278,03017,0300,"Babyfood, meat, turkey sticks, junior","BABYFOOD,MEAT,TURKEY STKS,JR",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,8.70,2.70,3
279,03019,0300,"Gerber graduates Fruit Strips Real Fruit Bars","GERBER GRADUATES FRUIT STRIPS REAL FRUIT BARS",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
280,03021,0300,"Babyfood, meat, meat sticks, junior","BABYFOOD,MEAT,MEAT STKS,JR",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,8.70,2.70,3
281,03041,0300,"Babyfood, dinner, vegetables and dumplings and beef, strained","BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",NULL,NULL,NULL,NULL,0,NULL,6.03,4.10,8.90,4.10,3
282,03042,0300,"Babyfood, dinner, vegetables and dumplings and beef, junior","BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",NULL,NULL,NULL,NULL,0,NULL,6.03,4.10,8.90,4.10,3
283,03043,0300,"Babyfood, dinner, beef lasagna, toddler","BABYFOOD,DINNER,BF LASAGNA,TODD",NULL,NULL,NULL,NULL,0,NULL,5.98,4.10,8.90,4.10,3
284,03044,0300,"Babyfood, dinner, macaroni and tomato and beef, strained","BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
285,03045,0300,"Babyfood, dinner, macaroni and tomato and beef, junior","BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",NULL,NULL,Y,NULL,0,NULL,5.98,4.10,8.90,4.10,3
286,03046,0300,"Babyfood, ravioli, cheese filled, with tomato sauce","BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
287,03047,0300,"Babyfood, dinner, beef noodle, strained","BABYFOOD,DINNER,BF NOODLE,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
288,03048,0300,"Babyfood, macaroni and cheese, toddler","BABYFOOD,MACARONI&CHS,TODD",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
289,03049,0300,"Babyfood, dinner, beef and rice, toddler","BABYFOOD,DINNER,BF&RICE,TODD",NULL,NULL,NULL,NULL,0,NULL,6.14,4.10,8.90,4.10,3
290,03050,0300,"Babyfood, dinner, spaghetti and tomato and meat, junior","BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
291,03051,0300,"Babyfood, dinner, spaghetti and tomato and meat, toddler","BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD",NULL,NULL,NULL,NULL,0,NULL,5.98,4.10,8.90,4.10,3
292,03052,0300,"Babyfood, dinner, beef stew, toddler","BABYFOOD,DINNER,BF STEW,TODD",NULL,NULL,Y,NULL,0,NULL,6.25,3.70,8.90,3.90,3
293,03053,0300,"Babyfood, dinner, vegetables and beef, strained","BABYFOOD,DINNER,VEG&BF,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
294,03054,0300,"Babyfood, dinner, vegetables and beef, junior","BABYFOOD,DINNER,VEG&BF,JR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
295,03055,0300,"Babyfood, dinner, beef with vegetables","BABYFOOD,DINNER,BF W/VEG",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
296,03059,0300,"Babyfood, dinner, vegetables and bacon, strained","BABYFOOD,DINNER,VEG&BACON,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
297,03061,0300,"Babyfood, dinner, vegetables and ham, strained","BABYFOOD,DINNER,VEG&HAM,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
298,03062,0300,"Babyfood, dinner, vegetables and ham, junior","BABYFOOD,DINNER,VEG&HAM,JR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
299,03066,0300,"Babyfood, dinner, vegetables and lamb, strained","BABYFOOD,DINNER,VEG&LAMB,STR",NULL,NULL,Y,NULL,0,NULL,6.25,3.70,8.90,3.90,3
300,03067,0300,"Babyfood, dinner, vegetables and lamb, junior","BABYFOOD,DINNER,VEG&LAMB,JR",NULL,NULL,NULL,NULL,0,NULL,6.25,3.70,8.90,3.90,3
301,03068,0300,"Babyfood, dinner, chicken noodle, strained","BABYFOOD,DINNER,CHICK NOODLE,STR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
302,03069,0300,"Babyfood, dinner, chicken noodle, junior","BABYFOOD,DINNER,CHICK NOODLE,JR",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,3
303,03070,0300,"Babyfood, dinner, chicken soup, strained","BABYFOOD,DINNER,CHICK SOUP,STR",NULL,NULL,Y,NULL,0,NULL,6.25,4.27,9.02,3.84,3
304,03072,0300,"Babyfood, dinner, chicken stew, toddler","BABYFOOD,DINNER,CHICK STEW,TODD",NULL,NULL,Y,NULL,0,NULL,6.25,3.70,8.90,3.90,3
